,Unnamed: 0,newid,seqno,expname,cost_flag,ref_mo,ref_yr,gift,cost,fam_size,family_income_before_tax,calibration_weight,number_of_earners,interview_month,interview_year,sex_ref,total_expenditure_prior_quarter,total_expenditure_current_quarter,sampling_state,imputed_income_before_tax,division,urban,product_description,region_description,sampling_city,Population_bucket
3543,8053,5563862,18,TELRES3X,Valid value (unadjusted),February,2024,False,72,2,92368,30775.869,0,March,2024,Male,5241.0,9295.0,Illinois,92368.0,East North Central,Urban,Residential telephone including VOIP,Midwest,Chicago-Naperville-Elgin,5+ Million
3544,8054,5563862,19,TELCEL2X,Valid value (unadjusted),January,2024,False,97,2,92368,30775.869,0,March,2024,Male,5241.0,9295.0,Illinois,92368.0,East North Central,Urban,Cellular phone service,Midwest,Chicago-Naperville-Elgin,5+ Million
3545,8055,5563862,19,TELCEL3X,Valid value (unadjusted),February,2024,False,97,2,92368,30775.869,0,March,2024,Male,5241.0,9295.0,Illinois,92368.0,East North Central,Urban,Cellular phone service,Midwest,Chicago-Naperville-Elgin,5+ Million
3546,8056,5563862,20,QADINE2X,Valid value (unadjusted),January,2024,False,77,2,92368,30775.869,0,March,2024,Male,5241.0,9295.0,Illinois,92368.0,East North Central,Urban,Computer information services (internet),Midwest,Chicago-Naperville-Elgin,5+ Million
3547,8057,5563862,20,QADINE3X,Valid value (unadjusted),February,2024,False,77,2,92368,30775.869,0,March,2024,Male,5241.0,9295.0,Illinois,92368.0,East North Central,Urban,Computer information services (internet),Midwest,Chicago-Naperville-Elgin,5+ Million
3548,8058,5563862,21,QADCAB2X,Valid value (unadjusted),January,2024,False,158,2,92368,30775.869,0,March,2024,Male,5241.0,9295.0,Illinois,92368.0,East North Central,Urban,Cable and satellite television services,Midwest,Chicago-Naperville-Elgin,5+ Million
3549,8059,5563862,21,QADCAB3X,Valid value (unadjusted),February,2024,False,158,2,92368,30775.869,0,March,2024,Male,5241.0,9295.0,Illinois,92368.0,East North Central,Urban,Cable and satellite television services,Midwest,Chicago-Naperville-Elgin,5+ Million
3550,8068,5566022,38,QADCAB2X,Valid value (allocated),January,2024,False,153,2,50000,11910.598,1,March,2024,Male,49525.75,18013.5,Maryland,50000.0,South Central,Urban,Cable and satellite television services,South,Baltimore-Columbia-Towson,1-5 Million
3551,8069,5566022,38,QADCAB3X,Valid value (allocated),February,2024,False,156,2,50000,11910.598,1,March,2024,Male,49525.75,18013.5,Maryland,50000.0,South Central,Urban,Cable and satellite television services,South,Baltimore-Columbia-Towson,1-5 Million
3552,8070,5566022,38,QADINE2X,Valid value (allocated),January,2024,False,107,2,50000,11910.598,1,March,2024,Male,49525.75,18013.5,Maryland,50000.0,South Central,Urban,Computer information services (internet),South,Baltimore-Columbia-Towson,1-5 Million
3553,8071,5566022,38,QADINE3X,Valid value (allocated),February,2024,False,104,2,50000,11910.598,1,March,2024,Male,49525.75,18013.5,Maryland,50000.0,South Central,Urban,Computer information services (internet),South,Baltimore-Columbia-Towson,1-5 Million
3554,8072,5566022,39,TELCEL2X,Valid value (unadjusted),January,2024,False,175,2,50000,11910.598,1,March,2024,Male,49525.75,18013.5,Maryland,50000.0,South Central,Urban,Cellular phone service,South,Baltimore-Columbia-Towson,1-5 Million
3555,8073,5566022,39,TELCEL3X,Valid value (unadjusted),February,2024,False,175,2,50000,11910.598,1,March,2024,Male,49525.75,18013.5,Maryland,50000.0,South Central,Urban,Cellular phone service,South,Baltimore-Columbia-Towson,1-5 Million
3556,8078,5566972,23,QADINE2X,Valid value (unadjusted),January,2024,False,50,1,11000,24699.265,1,March,2024,Female,3842.8333,9884.6667,Washington,11000.0,Pacific,Urban,Computer information services (internet),West,Seattle-Tacoma-Bellevue,1-5 Million
3557,8079,5566972,24,QADINE3X,Valid value (unadjusted),February,2024,False,46,1,11000,24699.265,1,March,2024,Female,3842.8333,9884.6667,Washington,11000.0,Pacific,Urban,Computer information services (internet),West,Seattle-Tacoma-Bellevue,1-5 Million
3558,8080,5567372,48,TELCEL2X,Valid value (unadjusted),January,2024,False,133,4,134572,50062.504,3,March,2024,Male,13777.5833,13493.1666,Texas,135222.4,West South Central,Urban,Cellular phone service,South,Dallas-Fort Worth-Arlington,5+ Million
3559,8081,5567372,48,TELCEL3X,Valid value (unadjusted),February,2024,False,133,4,134572,50062.504,3,March,2024,Male,13777.5833,13493.1666,Texas,135222.4,West South Central,Urban,Cellular phone service,South,Dallas-Fort Worth-Arlington,5+ Million
3560,8082,5567372,49,QADINE2X,Valid value (unadjusted),January,2024,False,70,4,134572,50062.504,3,March,2024,Male,13777.5833,13493.1666,Texas,135222.4,West South Central,Urban,Computer information services (internet),South,Dallas-Fort Worth-Arlington,5+ Million
3561,8083,5567372,49,QADINE3X,Valid value (unadjusted),February,2024,False,70,4,134572,50062.504,3,March,2024,Male,13777.5833,13493.1666,Texas,135222.4,West South Central,Urban,Computer information services (internet),South,Dallas-Fort Worth-Arlington,5+ Million
3562,8084,5569102,37,TELCEL2X,Valid value (unadjusted),January,2024,False,108,2,56224,27933.856,0,March,2024,Female,9058.6667,25509.3333,Illinois,56224.0,East North Central,Urban,Cellular phone service,Midwest,Chicago-Naperville-Elgin,5+ Million
3563,8085,5569102,37,TELCEL3X,Valid value (unadjusted),February,2024,False,108,2,56224,27933.856,0,March,2024,Female,9058.6667,25509.3333,Illinois,56224.0,East North Central,Urban,Cellular phone service,Midwest,Chicago-Naperville-Elgin,5+ Million
3564,8086,5569102,38,QADCAB2X,Valid value (allocated),January,2024,False,187,2,56224,27933.856,0,March,2024,Female,9058.6667,25509.3333,Illinois,56224.0,East North Central,Urban,Cable and satellite television services,Midwest,Chicago-Naperville-Elgin,5+ Million
3565,8087,5569102,38,QADCAB3X,Valid value (allocated),February,2024,False,186,2,56224,27933.856,0,March,2024,Female,9058.6667,25509.3333,Illinois,56224.0,East North Central,Urban,Cable and satellite television services,Midwest,Chicago-Naperville-Elgin,5+ Million
3566,8088,5569102,38,QADINE2X,Valid value (allocated),January,2024,False,133,2,56224,27933.856,0,March,2024,Female,9058.6667,25509.3333,Illinois,56224.0,East North Central,Urban,Computer information services (internet),Midwest,Chicago-Naperville-Elgin,5+ Million
3567,8089,5569102,38,QADINE3X,Valid value (allocated),February,2024,False,134,2,56224,27933.856,0,March,2024,Female,9058.6667,25509.3333,Illinois,56224.0,East North Central,Urban,Computer information services (internet),Midwest,Chicago-Naperville-Elgin,5+ Million
3568,8106,5585891,16,TELCEL3X,Valid value (unadjusted),January,2024,False,90,1,124200,10164.744,1,February,2024,Female,10274.0001,4791.5,Maryland,124053.6,South Central,Urban,Cellular phone service,South,Baltimore-Columbia-Towson,1-5 Million
3569,8107,5585891,17,QADCAB3X,Valid value (unadjusted),January,2024,False,70,1,124200,10164.744,1,February,2024,Female,10274.0001,4791.5,Maryland,124053.6,South Central,Urban,Cable and satellite television services,South,Baltimore-Columbia-Towson,1-5 Million
3570,8111,5586631,10,TELCEL3X,Valid value (unadjusted),January,2024,False,120,4,43000,32294.468,1,February,2024,Female,9121.1999,5270.6,New Jersey,43440.6,Middle Atlantic,Urban,Cellular phone service,Northeast,New York-Newark-Jersey City,5+ Million
3571,8112,5586631,11,QADINE3X,Valid value (unadjusted),January,2024,False,120,4,43000,32294.468,1,February,2024,Female,9121.1999,5270.6,New Jersey,43440.6,Middle Atlantic,Urban,Computer information services (internet),Northeast,New York-Newark-Jersey City,5+ Million
3572,8115,5588321,14,TELCEL3X,Valid value (unadjusted),January,2024,False,300,3,0,31650.286,2,February,2024,Female,15107.0875,7322.5438,Florida,129544.8,South Central,Urban,Cellular phone service,South,Miami-Fort Lauderdale-West Palm Beach,5+ Million
3573,8116,5588321,15,QADCAB3X,Valid value (allocated),January,2024,False,77,3,0,31650.286,2,February,2024,Female,15107.0875,7322.5438,Florida,129544.8,South Central,Urban,Cable and satellite television services,South,Miami-Fort Lauderdale-West Palm Beach,5+ Million
3574,8117,5588321,15,QADINE3X,Valid value (allocated),January,2024,False,53,3,0,31650.286,2,February,2024,Female,15107.0875,7322.5438,Florida,129544.8,South Central,Urban,Computer information services (internet),South,Miami-Fort Lauderdale-West Palm Beach,5+ Million
3575,8118,5588401,20,TELCEL3X,Valid value (unadjusted),January,2024,False,130,2,70000,36893.086,2,February,2024,Male,11574.3333,5422.6667,Virginia,70000.0,South Central,Urban,Cellular phone service,South,Washington-Arlington-Alexandria,5+ Million
3576,8119,5588401,20,QADINE3X,Valid value (unadjusted),January,2024,False,80,2,70000,36893.086,2,February,2024,Male,11574.3333,5422.6667,Virginia,70000.0,South Central,Urban,Computer information services (internet),South,Washington-Arlington-Alexandria,5+ Million
3577,8120,5588621,13,QADINE3X,Valid value (allocated),January,2024,False,80,1,2096,23356.721,0,February,2024,Female,7307.6667,3549.3333,Georgia,23064.8,South Central,Urban,Computer information services (internet),South,Atlanta-Sandy Springs-Roswell,5+ Million
3578,8121,5588621,13,TELRES3X,Valid value (allocated),January,2024,False,51,1,2096,23356.721,0,February,2024,Female,7307.6667,3549.3333,Georgia,23064.8,South Central,Urban,Residential telephone including VOIP,South,Atlanta-Sandy Springs-Roswell,5+ Million
3579,8122,5588651,15,QADCAB3X,Valid value (unadjusted),January,2024,False,107,1,145600,29529.297,1,February,2024,Male,14377.5001,7901.25,California,145600.0,Pacific,Urban,Cable and satellite television services,West,Los Angeles-Long Beach-Anaheim,5+ Million
3580,8123,5588651,15,QADINE3X,Valid value (unadjusted),January,2024,False,76,1,145600,29529.297,1,February,2024,Male,14377.5001,7901.25,California,145600.0,Pacific,Urban,Computer information services (internet),West,Los Angeles-Long Beach-Anaheim,5+ Million
3581,8124,5588691,13,TELCEL3X,Valid value (unadjusted),January,2024,False,200,2,1923,33207.513,0,February,2024,Male,9235.0,4455.0,Illinois,1923.0,East North Central,Urban,Cellular phone service,Midwest,Chicago-Naperville-Elgin,5+ Million
3582,8125,5588691,14,QADINE3X,Valid value (unadjusted),January,2024,False,70,2,1923,33207.513,0,February,2024,Male,9235.0,4455.0,Illinois,1923.0,East North Central,Urban,Computer information services (internet),Midwest,Chicago-Naperville-Elgin,5+ Million
3583,8126,5589701,17,TELCEL3X,Valid value (unadjusted),January,2024,False,140,2,45040,29102.828,0,February,2024,Male,6926.3333,5146.6667,Texas,70740.6,West South Central,Urban,Cellular phone service,South,Dallas-Fort Worth-Arlington,5+ Million
3584,8127,5589701,18,QADINE3X,Valid value (unadjusted),January,2024,False,70,2,45040,29102.828,0,February,2024,Male,6926.3333,5146.6667,Texas,70740.6,West South Central,Urban,Computer information services (internet),South,Dallas-Fort Worth-Arlington,5+ Million
3585,8132,5590601,20,TELCEL3X,Valid value (unadjusted),January,2024,False,177,2,88308,24083.52,2,February,2024,Male,10655.8667,4234.4333,New Jersey,66242.4,Middle Atlantic,Urban,Cellular phone service,Northeast,New York-Newark-Jersey City,5+ Million
3586,8133,5590601,21,QADCAB3X,Valid value (allocated),January,2024,False,124,2,88308,24083.52,2,February,2024,Male,10655.8667,4234.4333,New Jersey,66242.4,Middle Atlantic,Urban,Cable and satellite television services,Northeast,New York-Newark-Jersey City,5+ Million
3587,8134,5590601,21,QADINE3X,Valid value (allocated),January,2024,False,65,2,88308,24083.52,2,February,2024,Male,10655.8667,4234.4333,New Jersey,66242.4,Middle Atlantic,Urban,Computer information services (internet),Northeast,New York-Newark-Jersey City,5+ Million
3588,8135,5590601,21,TELRES3X,Valid value (allocated),January,2024,False,81,2,88308,24083.52,2,February,2024,Male,10655.8667,4234.4333,New Jersey,66242.4,Middle Atlantic,Urban,Residential telephone including VOIP,Northeast,New York-Newark-Jersey City,5+ Million
3589,8141,5592471,34,TELCEL3X,Valid value (allocated),January,2024,False,71,2,60000,19946.908,0,February,2024,Male,14077.0,4657.0,Massachusetts,60000.0,New England,Urban,Cellular phone service,Northeast,Boston-Cambridge-Newton,1-5 Million
3590,8142,5592471,34,QADCAB3X,Valid value (allocated),January,2024,False,94,2,60000,19946.908,0,February,2024,Male,14077.0,4657.0,Massachusetts,60000.0,New England,Urban,Cable and satellite television services,Northeast,Boston-Cambridge-Newton,1-5 Million
3591,8143,5592471,34,QADINE3X,Valid value (allocated),January,2024,False,45,2,60000,19946.908,0,February,2024,Male,14077.0,4657.0,Massachusetts,60000.0,New England,Urban,Computer information services (internet),Northeast,Boston-Cambridge-Newton,1-5 Million
3592,8144,5592471,34,TELRES3X,Valid value (allocated),January,2024,False,57,2,60000,19946.908,0,February,2024,Male,14077.0,4657.0,Massachusetts,60000.0,New England,Urban,Residential telephone including VOIP,Northeast,Boston-Cambridge-Newton,1-5 Million
3593,8147,5593071,53,TELCEL3X,Valid value (unadjusted),January,2024,False,180,2,150000,28741.76,2,February,2024,Male,35867.0875,32587.5438,Maryland,718426.5,South Central,Urban,Cellular phone service,South,Washington-Arlington-Alexandria,5+ Million
3594,8148,5593071,54,QADCAB3X,Valid value (allocated),January,2024,False,127,2,150000,28741.76,2,February,2024,Male,35867.0875,32587.5438,Maryland,718426.5,South Central,Urban,Cable and satellite television services,South,Washington-Arlington-Alexandria,5+ Million
3595,8149,5593071,54,QADINE3X,Valid value (allocated),January,2024,False,86,2,150000,28741.76,2,February,2024,Male,35867.0875,32587.5438,Maryland,718426.5,South Central,Urban,Computer information services (internet),South,Washington-Arlington-Alexandria,5+ Million
3596,8150,5593071,54,TELRES3X,Valid value (allocated),January,2024,False,57,2,150000,28741.76,2,February,2024,Male,35867.0875,32587.5438,Maryland,718426.5,South Central,Urban,Residential telephone including VOIP,South,Washington-Arlington-Alexandria,5+ Million
3597,8154,5593171,11,TELCEL3X,Valid value (allocated),January,2024,False,31,7,8200,57828.564,1,February,2024,Female,4114.8333,1357.4166,New York,8199.2,Middle Atlantic,Urban,Cellular phone service,Northeast,New York-Newark-Jersey City,5+ Million
3598,8155,5593171,11,QADINE3X,Valid value (allocated),January,2024,False,24,7,8200,57828.564,1,February,2024,Female,4114.8333,1357.4166,New York,8199.2,Middle Atlantic,Urban,Computer information services (internet),Northeast,New York-Newark-Jersey City,5+ Million
3599,8156,5593251,20,TELCEL3X,Valid value (unadjusted),January,2024,False,76,1,2096,23817.617,0,February,2024,Male,61875.6667,13982.3333,New Jersey,26775.2,Middle Atlantic,Urban,Cellular phone service,Northeast,New York-Newark-Jersey City,5+ Million
3600,8157,5593251,21,TELCEL3X,Valid value (allocated),January,2024,False,26,1,2096,23817.617,0,February,2024,Male,61875.6667,13982.3333,New Jersey,26775.2,Middle Atlantic,Urban,Cellular phone service,Northeast,New York-Newark-Jersey City,5+ Million
3601,8158,5593251,21,QADINE3X,Valid value (unadjusted),January,2024,False,53,1,2096,23817.617,0,February,2024,Male,61875.6667,13982.3333,New Jersey,26775.2,Middle Atlantic,Urban,Computer information services (internet),Northeast,New York-Newark-Jersey City,5+ Million
3602,8159,5593251,21,TELRES3X,Valid value (allocated),January,2024,False,27,1,2096,23817.617,0,February,2024,Male,61875.6667,13982.3333,New Jersey,26775.2,Middle Atlantic,Urban,Residential telephone including VOIP,Northeast,New York-Newark-Jersey City,5+ Million
3603,8160,5593251,22,QADCAB3X,Valid value (unadjusted),January,2024,False,82,1,2096,23817.617,0,February,2024,Male,61875.6667,13982.3333,New Jersey,26775.2,Middle Atlantic,Urban,Cable and satellite television services,Northeast,New York-Newark-Jersey City,5+ Million
3604,8163,5593701,9,TELCEL3X,Valid value (allocated + imputed/adjusted),January,2024,False,43,1,10088,23762.383,0,February,2024,Female,3849.3333,1994.6667,New York,4265.6,Middle Atlantic,Urban,Cellular phone service,Northeast,New York-Newark-Jersey City,5+ Million
3605,8164,5593701,9,QADINE3X,Valid value (allocated + imputed/adjusted),January,2024,False,34,1,10088,23762.383,0,February,2024,Female,3849.3333,1994.6667,New York,4265.6,Middle Atlantic,Urban,Computer information services (internet),Northeast,New York-Newark-Jersey City,5+ Million
3606,8165,5593701,9,TELRES3X,Valid value (allocated + imputed/adjusted),January,2024,False,23,1,10088,23762.383,0,February,2024,Female,3849.3333,1994.6667,New York,4265.6,Middle Atlantic,Urban,Residential telephone including VOIP,Northeast,New York-Newark-Jersey City,5+ Million
3607,8170,5594391,20,TELCEL3X,Valid value (allocated),January,2024,False,71,2,0,30852.424,2,February,2024,Male,76325.4667,8899.7334,California,425412.8,Pacific,Urban,Cellular phone service,West,San Francisco-Oakland-Hayward,1-5 Million
3608,8171,5594391,20,QADINE3X,Valid value (allocated),January,2024,False,54,2,0,30852.424,2,February,2024,Male,76325.4667,8899.7334,California,425412.8,Pacific,Urban,Computer information services (internet),West,San Francisco-Oakland-Hayward,1-5 Million
3609,8172,5594391,21,QADINE3X,Valid value (unadjusted),January,2024,False,100,2,0,30852.424,2,February,2024,Male,76325.4667,8899.7334,California,425412.8,Pacific,Urban,Computer information services (internet),West,San Francisco-Oakland-Hayward,1-5 Million
3610,8176,5594901,30,TELCEL3X,Valid value (unadjusted),January,2024,False,151,2,160000,35434.986,2,February,2024,Female,21715.2106,13813.6053,New York,160000.0,Middle Atlantic,Rural,Cellular phone service,Northeast,New York-Newark-Jersey City,5+ Million
3611,8177,5594901,31,QADINE3X,Valid value (unadjusted),January,2024,False,67,2,160000,35434.986,2,February,2024,Female,21715.2106,13813.6053,New York,160000.0,Middle Atlantic,Rural,Computer information services (internet),Northeast,New York-Newark-Jersey City,5+ Million
3612,8178,5595341,38,TELCEL3X,Valid value (unadjusted),January,2024,False,110,5,108345,23741.635,1,February,2024,Female,12762.0,5193.5,Arizona,108345.0,Mountain,Urban,Cellular phone service,West,Phoenix-Mesa-Scottsdale,1-5 Million
3613,8179,5595341,39,QADINE3X,Valid value (unadjusted),January,2024,False,150,5,108345,23741.635,1,February,2024,Female,12762.0,5193.5,Arizona,108345.0,Mountain,Urban,Computer information services (internet),West,Phoenix-Mesa-Scottsdale,1-5 Million
3614,8198,5598221,11,QADCAB2X,Valid value (allocated),January,2024,False,58,1,22536,20693.934,1,March,2024,Male,2610.4334,5510.8667,Michigan,22536.0,East North Central,Urban,Cable and satellite television services,Midwest,Detroit-Warren-Dearborn,1-5 Million
3615,8199,5598221,11,QADCAB3X,Valid value (allocated),February,2024,False,58,1,22536,20693.934,1,March,2024,Male,2610.4334,5510.8667,Michigan,22536.0,East North Central,Urban,Cable and satellite television services,Midwest,Detroit-Warren-Dearborn,1-5 Million
3616,8200,5598221,11,QADINE2X,Valid value (allocated),January,2024,False,42,1,22536,20693.934,1,March,2024,Male,2610.4334,5510.8667,Michigan,22536.0,East North Central,Urban,Computer information services (internet),Midwest,Detroit-Warren-Dearborn,1-5 Million
3617,8201,5598221,11,QADINE3X,Valid value (allocated),February,2024,False,42,1,22536,20693.934,1,March,2024,Male,2610.4334,5510.8667,Michigan,22536.0,East North Central,Urban,Computer information services (internet),Midwest,Detroit-Warren-Dearborn,1-5 Million
3618,8202,5599331,15,QADCAB2X,Valid value (allocated),January,2024,False,171,1,107216,16960.42,0,March,2024,Female,2359.3333,9050.6667,Colorado,107216.0,Mountain,Urban,Cable and satellite television services,West,Denver-Aurora-Lakewood,1-5 Million
3619,8203,5599331,15,QADCAB3X,Valid value (allocated),February,2024,False,171,1,107216,16960.42,0,March,2024,Female,2359.3333,9050.6667,Colorado,107216.0,Mountain,Urban,Cable and satellite television services,West,Denver-Aurora-Lakewood,1-5 Million
3620,8204,5599331,15,QADINE2X,Valid value (allocated),January,2024,False,88,1,107216,16960.42,0,March,2024,Female,2359.3333,9050.6667,Colorado,107216.0,Mountain,Urban,Computer information services (internet),West,Denver-Aurora-Lakewood,1-5 Million
3621,8205,5599331,15,QADINE3X,Valid value (allocated),February,2024,False,90,1,107216,16960.42,0,March,2024,Female,2359.3333,9050.6667,Colorado,107216.0,Mountain,Urban,Computer information services (internet),West,Denver-Aurora-Lakewood,1-5 Million
3622,8206,5599331,15,TELRES2X,Valid value (allocated),January,2024,False,61,1,107216,16960.42,0,March,2024,Female,2359.3333,9050.6667,Colorado,107216.0,Mountain,Urban,Residential telephone including VOIP,West,Denver-Aurora-Lakewood,1-5 Million
3623,8207,5599331,15,TELRES3X,Valid value (allocated),February,2024,False,59,1,107216,16960.42,0,March,2024,Female,2359.3333,9050.6667,Colorado,107216.0,Mountain,Urban,Residential telephone including VOIP,West,Denver-Aurora-Lakewood,1-5 Million
3624,8208,5599531,15,TELCEL2X,Valid value (unadjusted),January,2024,False,150,2,120000,34689.014,2,March,2024,Female,7651.0,10868.0,California,120000.0,Pacific,Urban,Cellular phone service,West,Los Angeles-Long Beach-Anaheim,5+ Million
3625,8209,5599531,15,TELCEL3X,Valid value (unadjusted),February,2024,False,150,2,120000,34689.014,2,March,2024,Female,7651.0,10868.0,California,120000.0,Pacific,Urban,Cellular phone service,West,Los Angeles-Long Beach-Anaheim,5+ Million
3626,8210,5599531,16,QADINE2X,Valid value (unadjusted),January,2024,False,60,2,120000,34689.014,2,March,2024,Female,7651.0,10868.0,California,120000.0,Pacific,Urban,Computer information services (internet),West,Los Angeles-Long Beach-Anaheim,5+ Million
3627,8211,5599531,16,QADINE3X,Valid value (unadjusted),February,2024,False,60,2,120000,34689.014,2,March,2024,Female,7651.0,10868.0,California,120000.0,Pacific,Urban,Computer information services (internet),West,Los Angeles-Long Beach-Anaheim,5+ Million
3628,8212,5600301,21,QADCAB2X,Valid value (allocated),January,2024,False,48,3,62413,35315.627,0,March,2024,Male,2947.0,6919.0,California,62413.0,Pacific,Urban,Cable and satellite television services,West,Los Angeles-Long Beach-Anaheim,5+ Million
3629,8213,5600301,21,QADCAB3X,Valid value (allocated),February,2024,False,49,3,62413,35315.627,0,March,2024,Male,2947.0,6919.0,California,62413.0,Pacific,Urban,Cable and satellite television services,West,Los Angeles-Long Beach-Anaheim,5+ Million
3630,8214,5600301,21,QADINE2X,Valid value (allocated),January,2024,False,23,3,62413,35315.627,0,March,2024,Male,2947.0,6919.0,California,62413.0,Pacific,Urban,Computer information services (internet),West,Los Angeles-Long Beach-Anaheim,5+ Million
3631,8215,5600301,21,QADINE3X,Valid value (allocated),February,2024,False,22,3,62413,35315.627,0,March,2024,Male,2947.0,6919.0,California,62413.0,Pacific,Urban,Computer information services (internet),West,Los Angeles-Long Beach-Anaheim,5+ Million
3632,8216,5600301,21,TELRES2X,Valid value (allocated),January,2024,False,29,3,62413,35315.627,0,March,2024,Male,2947.0,6919.0,California,62413.0,Pacific,Urban,Residential telephone including VOIP,West,Los Angeles-Long Beach-Anaheim,5+ Million
3633,8217,5600301,21,TELRES3X,Valid value (allocated),February,2024,False,29,3,62413,35315.627,0,March,2024,Male,2947.0,6919.0,California,62413.0,Pacific,Urban,Residential telephone including VOIP,West,Los Angeles-Long Beach-Anaheim,5+ Million
3634,8218,5600301,22,TELCEL2X,Valid value (unadjusted),January,2024,False,100,3,62413,35315.627,0,March,2024,Male,2947.0,6919.0,California,62413.0,Pacific,Urban,Cellular phone service,West,Los Angeles-Long Beach-Anaheim,5+ Million
3635,8219,5600301,22,TELCEL3X,Valid value (unadjusted),February,2024,False,100,3,62413,35315.627,0,March,2024,Male,2947.0,6919.0,California,62413.0,Pacific,Urban,Cellular phone service,West,Los Angeles-Long Beach-Anaheim,5+ Million
3636,8220,5600321,20,TELCEL2X,Valid value (unadjusted),January,2024,False,250,2,230000,34456.409,2,March,2024,Female,15949.6771,23899.3541,California,230000.0,Pacific,Urban,Cellular phone service,West,Los Angeles-Long Beach-Anaheim,5+ Million
3637,8221,5600321,20,TELCEL3X,Valid value (unadjusted),February,2024,False,250,2,230000,34456.409,2,March,2024,Female,15949.6771,23899.3541,California,230000.0,Pacific,Urban,Cellular phone service,West,Los Angeles-Long Beach-Anaheim,5+ Million
3638,8222,5600321,21,QADCAB2X,Valid value (allocated),January,2024,False,154,2,230000,34456.409,2,March,2024,Female,15949.6771,23899.3541,California,230000.0,Pacific,Urban,Cable and satellite television services,West,Los Angeles-Long Beach-Anaheim,5+ Million
3639,8223,5600321,21,QADCAB3X,Valid value (allocated),February,2024,False,154,2,230000,34456.409,2,March,2024,Female,15949.6771,23899.3541,California,230000.0,Pacific,Urban,Cable and satellite television services,West,Los Angeles-Long Beach-Anaheim,5+ Million
3640,8224,5600321,21,QADINE2X,Valid value (allocated),January,2024,False,96,2,230000,34456.409,2,March,2024,Female,15949.6771,23899.3541,California,230000.0,Pacific,Urban,Computer information services (internet),West,Los Angeles-Long Beach-Anaheim,5+ Million
3641,8225,5600321,21,QADINE3X,Valid value (allocated),February,2024,False,96,2,230000,34456.409,2,March,2024,Female,15949.6771,23899.3541,California,230000.0,Pacific,Urban,Computer information services (internet),West,Los Angeles-Long Beach-Anaheim,5+ Million
3642,8226,5600741,27,TELCEL2X,Valid value (unadjusted),January,2024,False,320,1,147440,14975.881,1,March,2024,Male,5325.1667,11208.3333,California,145850.2,Pacific,Urban,Cellular phone service,West,Riverside-San Bernardino-Ontario,1-5 Million
3643,8227,5600741,27,TELCEL3X,Valid value (unadjusted),February,2024,False,320,1,147440,14975.881,1,March,2024,Male,5325.1667,11208.3333,California,145850.2,Pacific,Urban,Cellular phone service,West,Riverside-San Bernardino-Ontario,1-5 Million
3644,8228,5600741,28,QADINE2X,Valid value (unadjusted),January,2024,False,92,1,147440,14975.881,1,March,2024,Male,5325.1667,11208.3333,California,145850.2,Pacific,Urban,Computer information services (internet),West,Riverside-San Bernardino-Ontario,1-5 Million
3645,8229,5600741,28,QADINE3X,Valid value (unadjusted),February,2024,False,92,1,147440,14975.881,1,March,2024,Male,5325.1667,11208.3333,California,145850.2,Pacific,Urban,Computer information services (internet),West,Riverside-San Bernardino-Ontario,1-5 Million
3646,8230,5601311,14,QADINE2X,Valid value (unadjusted),January,2024,False,80,3,77000,37319.628,2,March,2024,Female,4055.25,8462.5001,California,77000.0,Pacific,Urban,Computer information services (internet),West,Los Angeles-Long Beach-Anaheim,5+ Million
3647,8231,5601311,14,QADINE3X,Valid value (unadjusted),February,2024,False,80,3,77000,37319.628,2,March,2024,Female,4055.25,8462.5001,California,77000.0,Pacific,Urban,Computer information services (internet),West,Los Angeles-Long Beach-Anaheim,5+ Million
3648,8232,5601311,15,TELCEL2X,Valid value (unadjusted),January,2024,False,65,3,77000,37319.628,2,March,2024,Female,4055.25,8462.5001,California,77000.0,Pacific,Urban,Cellular phone service,West,Los Angeles-Long Beach-Anaheim,5+ Million
3649,8233,5601311,15,TELCEL3X,Valid value (unadjusted),February,2024,False,65,3,77000,37319.628,2,March,2024,Female,4055.25,8462.5001,California,77000.0,Pacific,Urban,Cellular phone service,West,Los Angeles-Long Beach-Anaheim,5+ Million
3650,8234,5603101,26,TELCEL2X,Valid value (allocated),January,2024,False,159,3,155888,2664.167,2,March,2024,Female,7265.4167,14579.8334,Alaska,155888.0,Pacific,Urban,Cellular phone service,West,Anchorage,100-500 Thousands
3651,8235,5603101,26,TELCEL3X,Valid value (allocated),February,2024,False,160,3,155888,2664.167,2,March,2024,Female,7265.4167,14579.8334,Alaska,155888.0,Pacific,Urban,Cellular phone service,West,Anchorage,100-500 Thousands
3652,8236,5603101,26,QADINE2X,Valid value (allocated),January,2024,False,91,3,155888,2664.167,2,March,2024,Female,7265.4167,14579.8334,Alaska,155888.0,Pacific,Urban,Computer information services (internet),West,Anchorage,100-500 Thousands
3653,8237,5603101,26,QADINE3X,Valid value (allocated),February,2024,False,90,3,155888,2664.167,2,March,2024,Female,7265.4167,14579.8334,Alaska,155888.0,Pacific,Urban,Computer information services (internet),West,Anchorage,100-500 Thousands
3654,8238,5603101,27,QADCAB2X,Valid value (unadjusted),January,2024,False,160,3,155888,2664.167,2,March,2024,Female,7265.4167,14579.8334,Alaska,155888.0,Pacific,Urban,Cable and satellite television services,West,Anchorage,100-500 Thousands
